id,preferred_label,reuse_level,code,skill_category,coreness
8431,understand written Portuguese,transversal,,L_use,0.0
8432,database development tools,sector-specific,K6.0.2,K,0.016231750702962403
8433,manage cargo handling,sector-specific,S6.2.1,S,0.00764555867007452
8434,promote balance between rest and activity,sector-specific,S1.6.2,S,0.03457306792530574
8435,data mining methods,cross-sector,K6.0.2,K,0.004560141314576161
8436,tend hot extrusion machine,occupation-specific,S8.4.2,S,0.0
8437,interact with fellow actors,cross-sector,S1.14.2,S,0.002403173904458308
8438,produce semiconductor crystals,occupation-specific,S8.4.0,S,0.0
8439,assess offenders' risk behaviour,cross-sector,S2.7.5,S,0.010442292921706836
8440,maximise sales revenues,cross-sector,S1.6.1,S,0.10502551263313463
8441,draw up costume patterns,sector-specific,S6.6.2,S,0.001969744686415393
8442,sell confectionery products,sector-specific,S1.6.1,S,0.007878934619592187
8443,order construction supplies,cross-sector,S1.6.3,S,0.06752193703211877
8444,manage membership,sector-specific,S4.0.0,S,0.0
8445,perform granulation equipment transfer,occupation-specific,S6.2.1,S,0.0
8446,test film processing machines,sector-specific,S2.8.1,S,0.00020092192571579483
8447,maintain vessel inventory,sector-specific,S2.2.5,S,0.011684378076589815
8448,assess oil hardness,sector-specific,S2.8.1,S,0.0011536452795331104
8449,transfer aggregate,sector-specific,S6.13.2,S,0.0
8450,consult technical resources,cross-sector,S2.1.3,S,0.21765276155461813
8451,write Bengali,transversal,,L_use,0.0
8452,monitor infrastructure,sector-specific,S2.8.1,S,0.0010270059292993318
8453,maintain lighting equipment,sector-specific,S8.8.2,S,0.006705357411708359
8454,help determine the context in which the work will be presented,sector-specific,S4.2.2,S,0.0
8455,types of waterways,occupation-specific,K7.3.2,K,0.0
8456,monitor assessment,cross-sector,S4.8.3,S,0.0
8457,operate jackhammer,sector-specific,S6.7.5,S,0.002397337257613917
8458,enrich the key idea,sector-specific,S2.4.1,S,0.0
8459,architectural theory,sector-specific,K7.3.1,K,0.01585461417883035
8460,perform sight translation,sector-specific,S1.15.2,S,0.001283951717293136
8461,provide advice on breaches of regulation,cross-sector,S1.5.1,S,0.06586381877465218
8462,solar panel mounting systems,sector-specific,K7.1.3,K,0.012497746270210969
8463,manage air quality,cross-sector,S2.8.5,S,0.0004769141761150997
8464,curl hair,occupation-specific,S3.6.4,S,0.0
8465,publicity code,occupation-specific,K4.2.0,K,0.0
8466,ensure fulfilment of legal requirements,cross-sector,S3.3.3,S,0.055041329875465665
8467,draw make-up sketches,sector-specific,S1.12.3,S,0.002491671911773823
8468,create master models,occupation-specific,S6.6.1,S,0.0
8469,advise on vehicle characteristics,sector-specific,S1.5.3,S,0.011296502609344216
8470,manage pawnshop inventory,occupation-specific,S4.3.3,S,0.0
8471,develop taxation policies,cross-sector,S4.1.3,S,0.0033508434835936075
8472,intervene to reduce sub-optimal nutritional status of individuals,occupation-specific,S1.5.4,S,0.0
8473,use landscaping service equipment,cross-sector,S8.1.2,S,0.005978099332909706
8474,observe teaching activities,cross-sector,S2.7.0,S,0.0019823318785750347
8475,epidemiology,cross-sector,K9.1.2,K,0.024451227378736857
8476,HeroEngine,sector-specific,K2.1.1,K,0.0
8477,form moulding mixture,sector-specific,S6.3.1,S,0.010303864242737177
8478,interpret laboratory data in medical genetics,occupation-specific,S2.7.2,S,0.0
8479,show sample garments,occupation-specific,S1.6.2,S,0.0
8480,rates of growth assessment,sector-specific,K8.3.0,K,0.007429098336388653
8481,check animal feeding behaviour,occupation-specific,S6.9.5,S,0.0
8482,comply with legislation related to health care,cross-sector,S3.3.1,S,0.2295247182860897
8483,decant wines,sector-specific,S3.5.2,S,0.004827443011871904
8484,propose improvements to artistic production,sector-specific,S1.14.2,S,0.006822661091116492
8485,thermohydraulics,sector-specific,K7.1.3,K,0.008511391121352824
8486,prepare emergency treework operations,occupation-specific,S4.1.7,S,0.0
8487,perform body piercings,sector-specific,S1.12.3,S,0.003371963484348139
8488,evaluation in specialised nursing care,occupation-specific,S2.7.6,S,0.0
8489,animal health rules of distribution of products of animal origin,sector-specific,K8.1.1,K,0.0014736896116339592
8490,developmental possibilities in music therapy interventions,occupation-specific,K3.1.3,K,0.0
8491,operate mobile crane,sector-specific,S8.1.3,S,0.009483352196858093
8492,adapt hearing tests,sector-specific,S3.2.5,S,0.0018965521834526447
8493,manage data,sector-specific,S2.3.0,S,0.05370666488320129
8494,manage cage nets,sector-specific,S6.11.1,S,0.001729557323124313
8495,network within the writing industry,occupation-specific,S1.2.0,S,0.0
8496,leasing process,cross-sector,K4.1.6,K,0.01706023776845984
8497,monitor the production line,cross-sector,S2.8.2,S,0.011574527548123286
8498,use reheating techniques,sector-specific,S3.5.1,S,0.009739070407510082
8499,electrical household appliances products,sector-specific,K7.1.3,K,0.032708684025538205
8500,conduct musical ensembles,cross-sector,S1.14.2,S,0.0043133949329770835
8501,implement traceability systems,occupation-specific,S1.9.2,S,0.0
8502,inspect contracts for related grounds maintenance work,sector-specific,S1.1.1,S,0.0
8503,subject of coaching,sector-specific,K1.0.4,K,0.0
8504,read lighting plans,sector-specific,S2.1.3,S,0.0016928798622176564
8505,adhesives,cross-sector,K7.2.4,K,0.05954403749500356
8506,design evaluation methods in music therapy,occupation-specific,S2.8.6,S,0.0
8507,validate raw materials using adequate equipment,cross-sector,S2.8.1,S,0.02283578440410597
8508,fighting fires at aquaculture facilities,sector-specific,K8.3.0,K,0.002481824846945812
8509,promote yourself,cross-sector,S1.6.2,S,0.07493156411100739
8510,computational linguistics,sector-specific,K2.3.2,K,0.0
8511,mix terrazzo material,sector-specific,S6.3.1,S,0.00022889399446246833
8512,monitor live fish collection,sector-specific,S6.9.2,S,0.0009933819789528623
8513,contact talent agents,sector-specific,S1.2.1,S,0.00639952634088043
8514,operate financial instruments,cross-sector,S4.4.2,S,0.020129929107025015
8515,operate bevelling machine,occupation-specific,S8.5.8,S,0.0
8516,study human population,cross-sector,S2.1.1,S,0.010998045674784105
8517,automated optical inspection,sector-specific,K9.1.4,K,0.0004627810909482315
8518,perform massage techniques on animals,sector-specific,S6.9.7,S,0.0
8519,applied zoology,sector-specific,K5.1.1,K,0.06328504744063827
8520,interview animal owners on animals' conditions,sector-specific,S1.7.1,S,0.009104002449027019
8521,research new photographic procedures,occupation-specific,S2.1.1,S,0.0
8522,work with circus group,sector-specific,S1.8.1,S,0.0007403072570330647
8523,aquaculture production planning software,sector-specific,K8.3.0,K,0.007583345524181104
8524,parallel park vehicles,sector-specific,S8.2.0,S,0.0003147082957391452
8525,conduct search engine optimisation,cross-sector,S5.5.1,S,0.09005768345612965
8526,ensure funding for artistic project,sector-specific,S4.1.2,S,0.0
8527,escort visitors to places of interest,sector-specific,S3.4.2,S,0.006764856183515096
8528,manage key performance indicators of call centres,sector-specific,S4.2.1,S,0.0004202500124831373
8529,prevent casting adhesion,sector-specific,S6.6.1,S,0.005058209286510386
8530,Assertiveness,sector-specific,K0.3.0,K,0.0032216017956968844
8531,compile reservoir performance plans,sector-specific,S1.11.4,S,0.006295030867528803
8532,operate armoured fighting vehicles,cross-sector,S8.2.1,S,0.0038079358159204073
8533,understand spoken Spanish,transversal,,L_use,0.0
8534,develop an animal handling strategy,sector-specific,S4.1.0,S,0.004512781304273153
8535,use accounting systems,cross-sector,S4.3.1,S,0.002250942947651692
8536,work according to recipe,cross-sector,S1.8.5,S,0.019913569838115062
8537,apply knowledge of human behaviour,cross-sector,S1.2.4,S,0.15958476800205582
8538,forensic anthropology,cross-sector,K3.1.4,K,0.005405609648347559
8539,create mock-ups,occupation-specific,S1.11.4,S,0.0
8540,mechanotherapy,sector-specific,K9.1.5,K,0.00010317493510851366
8541,perform electrolysis,occupation-specific,S3.6.4,S,0.0
8542,pedagogy,cross-sector,K1.0.1,K,0.18548355530264812
8543,ingredient threats,sector-specific,K7.2.1,K,0.014595023591602066
8544,conduct soil sample tests,sector-specific,S2.8.8,S,0.024586148302622318
8545,interact through digital technologies,transversal,S5.6.1,S,0.0
8546,industrial tools,sector-specific,K7.1.7,K,0.09936530170924092
8547,recruit animal handlers,occupation-specific,S4.7.0,S,0.0
8548,tend vines,sector-specific,S6.4.1,S,0.0003329068287783171
8549,provide teacher support,cross-sector,S1.3.0,S,0.009914035013515897
8550,prepare loan contracts,cross-sector,S1.13.3,S,0.003745166436255315
8551,search databases,cross-sector,S5.5.1,S,0.03693145019160419
8552,maintain emergency vehicle equipment,occupation-specific,S8.7.2,S,0.0
8553,interpret inland water transport regulations,occupation-specific,S1.5.1,S,0.0
8554,tennis,occupation-specific,K10.1.4,K,0.0
8555,strive to provide high quality customer service,sector-specific,S1.6.1,S,0.006088259719673267
8556,clothing industry,sector-specific,K7.2.3,K,0.04033281191797183
8557,media formats,sector-specific,K2.1.1,K,0.009216224999383696
8558,monitor ticketing,cross-sector,S2.8.2,S,0.004199582186845445
8559,freight transport methods,cross-sector,K10.4.0,K,0.05130237070206239
8560,listen actively,cross-sector,S1.7.3,S,0.31421706095756746
8561,control air flow,cross-sector,S2.8.1,S,0.01065561885318965
8562,toys and games safety recommendations,cross-sector,K10.2.2,K,0.026037945647401882
8563,industrial engineering,cross-sector,K7.3.2,K,0.16600057239907273
8564,metrology,cross-sector,K1.0.1,K,0.04954016374123237
8565,video-games functionalities,cross-sector,K4.1.6,K,0.0
8566,Icelandic,transversal,L1,L,0.0
8567,treat endocrine disorders,sector-specific,S3.2.1,S,0.0
8568,set up machine controls,cross-sector,S5.7.0,S,0.0932980900695932
8569,respect cultural preferences,sector-specific,A2.1.0,A,0.008366056726793573
8570,supervise maintenance activities in airports,sector-specific,S4.8.1,S,0.006542490379206946
8571,outdoor advertising,sector-specific,K4.1.4,K,0.006166452180661215
8572,approve reports for artistic project,sector-specific,S2.2.1,S,0.0
8573,effective perception of transport environment,cross-sector,K10.4.0,K,0.0062847651075755755
8574,comply with legal requirements for diving operations,cross-sector,S3.3.3,S,0.009442142645918252
8575,perform musical improvisations in therapy,cross-sector,S3.2.4,S,0.009532064994993514
8576,lay interlocking roof tiles,sector-specific,S7.1.5,S,0.003482060561868583
8577,pharmaceutical industry,cross-sector,K9.1.6,K,0.09846209565411296
8578,supervise physiotherapist assistants,sector-specific,S4.8.1,S,0.00021096440163773295
8579,evaluate mine development projects,sector-specific,S2.7.6,S,0.005652211105092839
8580,child psychiatry,occupation-specific,K9.1.2,K,0.0
8581,direct an artistic team,sector-specific,S4.8.1,S,0.0317332237635912
8582,legal requirements related to mortuary services,occupation-specific,K4.2.0,K,0.0
8583,arrange audio-visual products in classification order,sector-specific,S6.1.1,S,0.0
8584,examine gems,sector-specific,S2.1.0,S,0.002469397135650424
8585,prepare workpieces for etching,sector-specific,S6.3.3,S,0.011723020946599643
8586,select spraying pressure,cross-sector,S8.5.1,S,0.0008284331116292697
8587,check official documents,cross-sector,S3.3.4,S,0.06342086231108847
8588,hear witness accounts,cross-sector,S1.7.3,S,0.020099799408977107
8589,create plant displays,occupation-specific,S1.12.1,S,0.0
8590,operate dry cleaning pressing machines,sector-specific,S6.12.0,S,0.0005538869460572182
8591,demonstrate commitment to democracy,occupation-specific,A1.13.0,A,0.0
8592,investigate manufacturing facilities,occupation-specific,S3.3.3,S,0.0
8593,perform food safety checks,sector-specific,S2.8.0,S,0.015705072136006852
8594,cut carpet,occupation-specific,S6.7.1,S,0.0
8595,teach sociology,sector-specific,S1.3.1,S,0.0036060242780035024
8596,wicker weaving techniques,cross-sector,K2.1.4,K,0.0020734237656521363
8597,oversee equipment cleaning,occupation-specific,S4.2.1,S,0.0
8598,keep competences about irrigation systems up-to-date,occupation-specific,S2.9.0,S,0.0
8599,blow moulding,cross-sector,K7.2.2,K,0.007571928529358586
8600,understand written Hebrew,transversal,,L_use,0.0
8601,follow work procedures,cross-sector,S3.3.3,S,0.0331344652214278
8602,design music therapy termination plan,occupation-specific,S3.2.4,S,0.0
8603,dress bodies,sector-specific,S6.1.0,S,0.0019105332831652999
8604,communicate mooring plans,sector-specific,S1.8.2,S,0.0077634835760998925
8605,manage prompt book,sector-specific,S1.13.2,S,0.012983518317009541
8606,handle shipment documentation,occupation-specific,S3.3.4,S,0.0
8607,biostatistics,cross-sector,K5.4.2,K,0.002053290839357403
8608,determine origin of gemstones,occupation-specific,S8.6.3,S,0.0
8609,instruct on the use of special equipment for daily activities,cross-sector,S1.5.4,S,0.00010317493510851373
8610,support the development of other coaches,sector-specific,S1.3.5,S,0.0
8611,handle mining plant waste,sector-specific,S6.13.2,S,0.0018067059222793853
8612,communicate mine equipment information,sector-specific,S1.4.2,S,0.006247159568539568
8613,maintain aquaculture treatment records,sector-specific,S2.2.5,S,0.0
8614,plant trees,occupation-specific,S6.4.2,S,0.0
8615,Project Anarchy,sector-specific,K2.1.1,K,0.0
8616,perform scrambling operations,occupation-specific,S8.6.4,S,0.0
8617,safeguard bank reputation,sector-specific,S3.3.3,S,0.0
8618,dump contents into vat,sector-specific,S8.5.7,S,0.0016195192097903195
8619,manage the transportation of animals,sector-specific,S6.9.3,S,0.014544087042450783
8620,conduct gross examination of tissues,occupation-specific,S2.1.2,S,0.0
8621,understand written Albanian,transversal,,L_use,0.0
8622,manage habitats,cross-sector,S3.3.2,S,0.003669946853742421
8623,use computerised maintenance management systems,sector-specific,S5.6.1,S,0.01741774969381346
8624,apply nursing care in long-term care,sector-specific,S3.2.1,S,0.0030527589866076784
8625,Basque,transversal,L1,L,0.0
8626,cold forging,cross-sector,K7.1.5,K,0.01446342685729292
8627,tip latex within industrial processes,occupation-specific,S6.2.2,S,0.0
8628,organise an exhibition,sector-specific,S1.12.1,S,0.02374931508840035
8629,hybrid control systems,cross-sector,K6.0.3,K,0.01943145490952355
8630,CAD software,cross-sector,K6.0.3,K,0.286752413183548
8631,perform inspections required by international conventions,sector-specific,S2.8.0,S,0.0
8632,conduct military music services,occupation-specific,S1.14.2,S,0.0
8633,clean building floors,cross-sector,S6.11.2,S,0.019513292380695997
8634,help write technical riders,sector-specific,S1.13.3,S,0.0
8635,analyse ergonomics in different workplaces,cross-sector,S2.8.4,S,0.0074341978148273515
8636,manage inventory of camping supplies,sector-specific,S4.3.3,S,0.007238044956257019
8637,optical engineering,cross-sector,K7.1.7,K,0.05773750217630009
8638,plan ICT capacity,occupation-specific,S4.3.0,S,0.0
8639,develop stock health programmes,sector-specific,S4.1.5,S,0.005865766259463415
8640,monitor daily work,sector-specific,S4.8.1,S,0.013229096540114322
8641,accept constructive criticism,transversal,S1.8.4,S,0.0
8642,coating substances,cross-sector,K7.2.2,K,0.020543331914742953
8643,inspect optical supplies,sector-specific,S2.8.1,S,0.006555323859127735
8644,specialise in a musical genre,sector-specific,S1.14.2,S,0.0011720166474140923
8645,assist in ship maintenance,cross-sector,S6.11.1,S,0.01449011737843413
8646,mix paints for vehicles,sector-specific,S6.3.1,S,0.0049155980713037365
8647,operate echo sounding equipment,sector-specific,S8.6.3,S,0.002493513609909271
8648,solve problems in healthcare,sector-specific,S1.9.0,S,0.0030527589866076762
8649,advise on environmental alterations,occupation-specific,S1.5.4,S,0.0
8650,paleontology,cross-sector,K5.1.1,K,0.007456569499297957
8651,observe healthcare users,sector-specific,S2.8.6,S,0.009331002425443404
8652,escort pedestrians across streets,cross-sector,S3.4.2,S,0.00012413842485976465
8653,provide escalator maintenance,sector-specific,S8.7.2,S,0.0
8654,report defective manufacturing materials,cross-sector,S2.2.7,S,0.1696432491011026
8655,apply glaze coating,sector-specific,S7.3.3,S,0.0013430874435993482
8656,follow hygienic procedures during food processing,cross-sector,S3.3.1,S,0.06039771502429335
8657,select illustration styles,sector-specific,S1.12.0,S,0.029510603567086808
8658,file-based workflow,sector-specific,K2.1.1,K,0.012841776655629456
8659,advise on environmental risk management systems,cross-sector,S2.7.5,S,0.058377317882552134
8660,use cutting equipment,sector-specific,S6.7.1,S,0.002272188551221541
8661,distinguish wood quality,cross-sector,S2.8.1,S,0.09188548026439601
8662,assist in kidney transplant,sector-specific,S8.6.1,S,0.0
8663,integrate principles of training,sector-specific,S1.3.4,S,0.00013905840643298252
8664,build jewellery models,sector-specific,S6.6.3,S,0.01851646101040965
8665,prepare specialised coffee,sector-specific,S3.5.1,S,0.0027496765782594576
8666,tend cylindrical grinder,occupation-specific,S8.5.8,S,0.0
8667,oversee cargo storage requirements,sector-specific,S4.2.1,S,0.0014717770651475656
8668,clean components during assembly,cross-sector,S6.11.1,S,0.03183794344890407
8669,produce scanned images,sector-specific,S1.12.1,S,0.0022166729015697857
8670,rehearse artist fly movements,sector-specific,S4.3.3,S,0.0023577160948518123
8671,maintain updated professional knowledge,cross-sector,S2.9.0,S,0.06788463137824526
8672,assess requirement for horseshoes,sector-specific,S1.5.3,S,4.2245404949794434e-05
8673,install septic systems,occupation-specific,S7.2.2,S,0.0
8674,maintain specified water characteristics,sector-specific,S8.4.5,S,0.0071333382365309835
8675,international law,cross-sector,K4.2.0,K,0.04669967711986737
8676,conduct physiotherapy assessment,sector-specific,S2.1.2,S,0.0002109644016377332
8677,entomology,occupation-specific,K5.1.1,K,0.0
8678,paediatric surgery,sector-specific,K9.1.2,K,0.003212699356842224
8679,teach driving practices,cross-sector,S1.3.3,S,0.010016181306658482
8680,operate garment manufacturing machines,sector-specific,S8.5.3,S,0.00017538059110516817
8681,cut fabrics,sector-specific,S6.7.1,S,0.016780113999063286
8682,operate mailing information systems,sector-specific,S2.2.0,S,0.0021754797803634563
8683,ICT problem management techniques,sector-specific,K6.0.1,K,0.011023247397545182
8684,conduct neurological examination,occupation-specific,S2.1.2,S,0.0
8685,health and safety hazards underground,cross-sector,K10.2.2,K,0.03477884279506307
8686,manage overdue library materials,sector-specific,S2.2.5,S,0.0
8687,wine related sciences,sector-specific,K7.2.1,K,0.004481581324607882
8688,coordinate activities in audio recording studio,cross-sector,S4.2.1,S,0.015517400285301061
8689,process incoming construction supplies,sector-specific,S2.4.2,S,0.07240683152742707
8690,understand spoken Galician,transversal,,L_use,0.0
8691,see to the detainees' well-being,occupation-specific,S3.4.0,S,0.0
8692,collect customer data,sector-specific,S2.4.1,S,0.028482801331708038
8693,sew pieces of fabric,cross-sector,S8.5.3,S,0.03378009723310103
8694,characteristics of plants,cross-sector,K5.1.1,K,0.06837880926486628
8695,design principles of containment systems,sector-specific,K8.3.0,K,0.00565948670285736
8696,analyse ways to reduce travel time,sector-specific,S2.7.6,S,0.013556178262767414
8697,types of wire mesh,occupation-specific,K6.0.2,K,0.0
8698,plan the dispatching of products,sector-specific,S4.2.2,S,0.005218008318111371
8699,run simulations,cross-sector,S2.8.0,S,0.019390607278947973
8700,data protection,sector-specific,K6.0.2,K,0.06574812336943192
8701,manufacture carpets,occupation-specific,S8.5.3,S,0.0
8702,forecast dividend trends,cross-sector,S4.3.1,S,0.00763587895338853
8703,use learning strategies,transversal,S2.0.0,S,0.0
8704,use storyboards,sector-specific,S1.12.1,S,0.007819510358605472
8705,analyse health problems within a given community,sector-specific,S2.7.2,S,0.005883948773246881
8706,use electronic health records in nursing,sector-specific,S5.5.2,S,0.003052758986607679
8707,arrange rental car drop-off,occupation-specific,S4.2.2,S,0.0
8708,perform pipeline routing studies,sector-specific,S2.7.1,S,0.013973702351778347
8709,sell telecommunication products,sector-specific,S1.6.1,S,0.010411896577592908
8710,develop pension schemes,sector-specific,S4.3.2,S,0.000850537418063534
8711,scale copies,sector-specific,S8.5.6,S,0.0012126656423235716
8712,plan patient menus,occupation-specific,S1.11.3,S,0.0
8713,install wood hardware,cross-sector,S7.1.3,S,0.009074953252104462
8714,design information system,sector-specific,S1.11.1,S,0.020161617374055356
8715,provide membership service,sector-specific,S3.4.4,S,0.00257387079019041
8716,employ specific paramedic techniques in out-of-hospital care,sector-specific,S3.2.1,S,0.0005575492420636349
8717,locate fossils,occupation-specific,S8.6.3,S,0.0
8718,types of upsetting machines,occupation-specific,K7.1.5,K,0.0
8719,apply health sciences,sector-specific,S3.2.0,S,0.07039317941429873
8720,define integration strategy,sector-specific,S1.11.1,S,0.008035855226473081
8721,safeguard online privacy and identity,transversal,S4.2.1,S,0.0
8722,plan events,cross-sector,S4.2.2,S,0.032915630000776484
8723,develop business case,cross-sector,S4.1.2,S,0.06523184683082449
8724,manufacturer's instructions for audiovisual equipment,sector-specific,K2.1.1,K,0.005175804360415906
8725,execute ICT user research activities,sector-specific,S2.1.0,S,0.00742587291792596
8726,design original furniture,sector-specific,S1.11.0,S,0.005677159766965082
8727,consider building constraints in architectural designs,sector-specific,S1.11.4,S,0.008689859505801987
8728,footwear materials,sector-specific,K7.2.3,K,0.019544217903530992
8729,listen to the stories of the disputants,cross-sector,S1.7.3,S,0.0052860337498066064
8730,hair removal techniques,cross-sector,K10.1.2,K,0.00881606865522824
8731,ML (computer programming),sector-specific,K6.0.3,K,0.1605868638167401
8732,manage social crisis,cross-sector,S3.1.1,S,0.03571922868400174
8733,Montessori learning equipment,occupation-specific,K1.0.4,K,0.0
8734,measure flatness of a surface,cross-sector,S2.5.1,S,0.011727909733427917
8735,IBM WebSphere,sector-specific,K6.0.3,K,0.0
8736,calculate benefits,sector-specific,S2.6.1,S,0.017040908195833482
8737,order customisation of orthopedic products for customers,sector-specific,S1.6.3,S,0.0037645763358558413
8738,advise customers on maintaining optical products,sector-specific,S1.5.3,S,0.003755821684677806
8739,perform child welfare investigations,sector-specific,S2.1.1,S,0.0
8740,use mine planning software,sector-specific,S5.6.3,S,0.008313391239165068
8741,prepare meat products for shipping,sector-specific,S6.2.1,S,0.00019360020052407216
8742,identify security threats,cross-sector,S3.3.5,S,0.08495953673043459
8743,tend textile finishing machines,sector-specific,S8.5.3,S,0.0007262807039745926
8744,thoracic surgery,sector-specific,K9.1.2,K,0.0032126993568422253
8745,printed goods processes,cross-sector,K4.1.4,K,0.02551998472832528
8746,create 3D CAD footwear prototypes,sector-specific,S5.6.3,S,0.00043745668958738206
8747,organise camp activities,occupation-specific,S4.2.2,S,0.0
8748,manage time in fishery operations,sector-specific,S4.2.2,S,0.008568739471385863
8749,perform tungsten inert gas welding,sector-specific,S7.1.6,S,0.03774634417991067
8750,audio technology,cross-sector,K2.1.1,K,0.013247321354002976
8751,unmanned air systems,sector-specific,K7.1.4,K,0.03749230870855816
8752,evaluate supporting team in community arts program,sector-specific,S4.8.3,S,0.0
8753,determine medical images' diagnostic suitability,sector-specific,S8.6.1,S,0.0006359691663934806
8754,train crew members,occupation-specific,S1.3.3,S,0.0
8755,maintain circulation system,sector-specific,S8.7.2,S,0.0024428485944900085
8756,determine boundaries,cross-sector,S2.5.1,S,0.002971446871545697
8757,develop vaccines,sector-specific,S2.1.1,S,0.010356585323825761
8758,market farm products,sector-specific,S1.6.2,S,0.001000755065030735
8759,select items for auction,sector-specific,S6.1.1,S,0.006785290497251907
8760,create campaign schedule,cross-sector,S4.2.2,S,0.0013540420191303373
8761,maintain trusts,cross-sector,S4.3.1,S,0.0019728911169968346
8762,information confidentiality,sector-specific,K6.0.2,K,0.16306287638431388
8763,monitor event activities,cross-sector,S2.8.2,S,0.0061434304340167115
8764,inspect data,cross-sector,S2.7.0,S,0.09431089611452939
8765,monitor online competitors,occupation-specific,S2.8.3,S,0.0
8766,manage sub-contract labour,cross-sector,S4.8.1,S,0.06651835654544934
8767,rust proofing spray gun parts,occupation-specific,S8.5.1,S,0.0
8768,LDAP,sector-specific,K6.0.3,K,0.04776467382452282
8769,tend cold rolling mill,occupation-specific,S8.4.2,S,0.0
8770,operate core drilling equipment,sector-specific,S8.4.1,S,0.0021187862060871162
8771,communicate mathematical information,transversal,S1.4.2,S,0.0
8772,mentor individuals,cross-sector,S1.3.5,S,0.013773431112100326
8773,handle honeycombs,occupation-specific,S6.9.1,S,0.0
8774,check ride communications,sector-specific,S2.8.1,S,0.0005047877553836309
8775,multimedia systems,cross-sector,K2.1.1,K,0.32252088152109126
8776,remove parts of fish,sector-specific,S6.5.7,S,0.007419828871609602
8777,study relationships between characters,sector-specific,S2.1.1,S,0.016090414789014306
8778,comply with agricultural code of practice,sector-specific,S3.3.3,S,0.005989185276726757
8779,clinical decision-making at advanced practice,occupation-specific,S4.9.0,S,0.0
8780,apply plastic resin layers,occupation-specific,S7.3.3,S,0.0
8781,draw up reference documents for performance,sector-specific,S1.12.3,S,0.005196563884605557
8782,prepare service trolleys,occupation-specific,S3.5.2,S,0.0
8783,teamwork principles,cross-sector,K0.3.0,K,0.3107731426673325
8784,irrigate soil,sector-specific,S6.4.1,S,0.00858370726293533
8785,decide on wig making process,sector-specific,S4.9.0,S,0.00825592423227604
8786,maintain genetic registers,occupation-specific,S2.2.4,S,0.0
8787,coach during a sports competition,sector-specific,S1.3.5,S,0.0006139441666055983
8788,handle financial overviews of the store,sector-specific,S2.8.3,S,0.0127896000674972
8789,administer chemicals to starch production,sector-specific,S8.6.3,S,0.0004297810483793786
8790,collaborate with stakeholders in leading community arts,occupation-specific,S1.2.0,S,0.0
8791,analyse marketplace competition in rental industry,occupation-specific,S2.9.0,S,0.0
8792,create subtitles,sector-specific,S1.13.3,S,0.018427336699638145
8793,correct temporomandibular joint abnormalities,occupation-specific,S3.2.2,S,0.0
8794,lottery company policies,sector-specific,K4.1.7,K,0.006487894913468519
8795,train animals,sector-specific,S6.9.6,S,0.007671995588439615
8796,check price accuracy on the shelf,sector-specific,S6.1.2,S,0.001884554266347485
8797,monitor well costs,occupation-specific,S2.8.3,S,0.0
8798,use intuition in booking projects,occupation-specific,S4.1.1,S,0.0
8799,lubricate rolling stock wheels,sector-specific,S8.7.2,S,0.0031417718615636713
8800,create soil and plant improvement programmes,sector-specific,S4.1.0,S,0.01785507801743728
8801,record jewel weight,sector-specific,S2.2.5,S,0.00397915591038104
8802,guide others,sector-specific,S4.5.0,S,0.003980582776074561
8803,place orders for textile materials,sector-specific,S1.6.3,S,0.005971395384737535
8804,carry out preparations for fish disease specialist,sector-specific,S6.9.7,S,0.006198581127321225
8805,apply music therapy assessment methods,sector-specific,S4.8.3,S,0.0013172742466245058
8806,operate drum device,occupation-specific,S8.5.7,S,0.0
8807,cut metal products,cross-sector,S6.7.1,S,0.07748263690475048
8808,understand written Galician,transversal,,L_use,0.0
8809,complete patient journey records,occupation-specific,S4.4.3,S,0.0
8810,babysitting,sector-specific,K9.2.2,K,0.00010320353077432741
8811,perform safety inspections on spraying equipment,occupation-specific,S2.8.1,S,0.0
8812,cut gem stones,sector-specific,S6.7.1,S,0.00225826407213401
8813,support children's wellbeing,cross-sector,S3.6.3,S,0.06385968928112602
8814,organise workshop space,sector-specific,S4.2.2,S,0.0016822971045714547
8815,carry out shipping orders for parts,sector-specific,S4.3.3,S,0.008389011154941077
8816,use painting techniques,sector-specific,S1.12.1,S,0.03986469697804524
8817,tend electroplating machine,cross-sector,S8.5.1,S,0.010002142525750456
8818,enforce chimney sweeping quality standards,occupation-specific,A1.12.2,A,0.0
8819,materials of die,sector-specific,K7.1.5,K,0.0048339829948022845
8820,optical components,cross-sector,K9.1.4,K,0.014088000332005286
8821,supervise musicians,sector-specific,S4.8.1,S,0.0008995237932432207
8822,facilitate coated workpieces to dry,cross-sector,S6.8.2,S,0.0022597681012249877
8823,forensic linguistics,cross-sector,K2.3.2,K,0.008227264352673362
8824,demolish structures,sector-specific,S8.1.1,S,0.02008531675299834
8825,manage physical resources,sector-specific,S4.3.3,S,0.00612501938869487
8826,tally lumber,occupation-specific,S2.6.3,S,0.0
8827,contact event speakers,occupation-specific,S1.2.1,S,0.0
8828,perform annual legal safety checks,occupation-specific,S2.8.1,S,0.0
8829,understand spoken Albanian,transversal,,L_use,0.0
8830,prepare coffins for cremation,occupation-specific,S6.2.2,S,0.0
8831,ensure compliance with purchasing and contracting regulations,sector-specific,S3.3.3,S,0.1356980512408562
8832,diagnose patients with immunodeficiencies,occupation-specific,S2.1.2,S,0.0
