task_id,task,detailed_work_activity,intermediate_work_activity,element,mean_task_SML,impact,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,qD,q19,q20,q21,q22,q23
4094,"Check for side effects, such as skin irritation, nausea, or hair loss to assess patients' reaction to treatment.",Examine patients to assess general physical condition.,Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Material",3.55,-0.002572574459442034,4.0,4.0,3.5,3.0,3.0,4.0,4.0,3.0,4.0,3.5,3.5,3.5,4.5,3.5,3.5,4.0,4.0,3.0,4.0,3.5,3.5,3.5,3.0,2.5
4095,"Educate, prepare, and reassure patients and their families by answering questions, providing physical assistance, and reinforcing physicians' advice regarding treatment reactions or post-treatment care.",Interact with patients to build rapport or provide emotional support.,Provide support or encouragement to others.,Coaching and Developing Others,3.2625,0.013038949338050276,3.25,3.0,3.25,2.5,3.0,3.5,4.0,3.25,3.75,3.0,3.75,3.25,2.75,3.75,3.0,4.0,4.0,4.0,4.0,3.25,3.5,3.5,2.5,2.5
4096,Calculate actual treatment dosages delivered during each session.,Calculate numerical data for medical activities.,Analyze health or medical data.,Analyzing Data or Information,3.85,-0.018186164060578935,4.0,4.0,3.0,4.0,4.0,3.5,3.5,3.5,4.0,4.0,4.0,3.0,4.0,4.5,3.5,4.0,4.0,5.0,5.0,3.5,4.0,4.5,4.0,3.0
4097,"Prepare or construct equipment, such as immobilization, treatment, or protection devices.",Fabricate medical devices.,Fabricate medical devices.,Handling and Moving Objects,2.925,0.03070815708914898,3.5,3.0,2.5,2.5,2.5,2.5,2.5,3.5,3.0,3.5,4.0,3.0,3.0,2.5,3.5,3.0,3.0,3.5,3.5,2.5,3.0,4.0,3.0,1.0
4098,Photograph treated area of patient and process film.,Operate diagnostic imaging equipment.,Operate medical equipment.,Controlling Machines and Processes,3.6625,-0.008331201642337138,4.0,3.5,4.0,3.5,3.0,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.0,3.75,3.5,3.5,4.0,4.0,3.5,3.5,3.5,3.5,3.75
4099,"Help physicians, radiation oncologists, or clinical physicists to prepare physical or technical aspects of radiation treatment plans, using information about patient condition and anatomy.",Develop medical treatment plans.,Develop patient or client care or treatment plans.,Thinking Creatively,3.5,9.941495291521107e-05,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.5,3.5
4100,Train or supervise student or subordinate radiotherapy technologists.,Supervise patient care personnel.,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates",3.475,0.0012468042202029572,3.5,3.5,4.0,3.5,3.0,4.0,3.0,3.5,4.0,4.0,3.5,3.0,3.5,4.0,3.25,3.0,2.5,3.0,3.5,3.0,3.5,4.0,2.75,2.75
4101,Act as liaison with physicist and supportive care personnel.,Inform medical professionals regarding patient conditions and care.,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates",3.325,0.00917611671520957,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.5
4102,Provide assistance to other healthcare personnel during dosimetry procedures and tumor localization.,Assist healthcare practitioners during examinations or treatments.,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others,3.625,-0.005962767365461197,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.5,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0
4104,"Store, sterilize, or prepare the special applicators containing the radioactive substance implanted by the physician.",Sterilize medical equipment or instruments.,Clean medical equipment or facilities.,Performing General Physical Activities,3.2875,0.009860926043562923,3.75,3.25,3.25,3.75,2.0,3.5,3.25,3.25,2.25,4.5,3.75,3.25,3.75,3.5,3.25,2.5,2.5,3.75,3.75,2.5,3.5,3.75,3.0,2.25
4105,"Assist in the preparation of sealed radioactive materials, such as cobalt, radium, cesium, or isotopes, for use in radiation treatments.",Prepare medications or medical solutions.,Prepare mixtures or solutions.,Performing General Physical Activities,3.175,0.014280486903914369,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.5
4106,Examine animals to detect and determine the nature of diseases or injuries.,Examine patients to assess general physical condition.,Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Material",3.55,-0.01986650728421413,4.0,4.0,3.5,3.0,3.0,4.0,4.0,3.0,4.0,3.5,3.5,3.5,4.5,3.5,3.5,4.0,4.0,3.0,4.0,3.5,3.5,3.5,3.0,2.5
4107,"Treat sick or injured animals by prescribing medication, setting bones, dressing wounds, or performing surgery.",Prescribe medications.,Prescribe medical treatments or devices.,Monitoring and Controlling Resources,3.666666666666667,-0.07943590649609122,4.0,4.0,3.333333333333333,4.166666666666667,3.1666666666666665,4.0,3.333333333333333,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.5,3.8333333333333335,4.166666666666667,4.166666666666667,4.333333333333333,4.166666666666667,4.5,3.1666666666666665,3.6666666666666665,4.333333333333333,3.0,2.1666666666666665
4108,"Inoculate animals against various diseases, such as rabies or distemper.",Immunize patients.,Administer basic health care or medical treatments.,Assisting and Caring for Others,3.375,0.06713644346736247,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,1.5
4109,"Collect body tissue, feces, blood, urine, or other body fluids for examination and analysis.",Collect biological specimens from patients.,Collect environmental or biological samples.,Handling and Moving Objects,3.65,-0.06899574738545855,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
4110,"Operate diagnostic equipment, such as radiographic or ultrasound equipment, and interpret the resulting images.",Operate diagnostic imaging equipment.,Operate medical equipment.,Controlling Machines and Processes,3.7625,-0.12008260751339606,4.0,4.0,4.0,4.0,3.25,3.75,3.75,3.75,3.75,4.0,4.0,4.5,3.75,3.5,4.0,3.5,3.75,3.25,4.0,3.5,4.0,4.25,3.0,2.5
4112,Educate the public about diseases that can be spread from animals to humans.,Communicate health and wellness information to the public.,Provide information or assistance to the public.,Communicating with Persons Outside Organization,3.375,0.06142737563253586,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.5,3.0,4.5,3.0,4.0,3.0,3.0,3.0
4113,Train or supervise workers who handle or care for animals.,Supervise medical support personnel.,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates",3.7375,-0.09244220695765515,4.0,4.0,4.0,4.0,3.25,3.75,3.5,3.25,3.0,4.0,4.25,3.5,4.5,4.0,3.75,3.5,3.5,3.0,4.0,3.75,3.75,4.25,3.0,3.0
4116,Establish or conduct quarantine or testing procedures that prevent the spread of diseases to other animals or to humans and that comply with applicable government regulations.,Determine protocols for medical procedures.,Determine operational methods or procedures.,Making Decisions and Solving Problems,3.275,0.10285799733296486,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,2.5
4117,Conduct postmortem studies and analyses to determine the causes of animals' deaths.,Analyze medical data to determine cause of death.,Analyze health or medical data.,Analyzing Data or Information,3.8,-0.10471140423988601,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0
4119,"Direct the overall operations of animal hospitals, clinics, or mobile services to farms.",Manage healthcare operations.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",3.275,0.09417255538727876,4.0,4.0,2.5,3.0,4.0,3.0,3.0,3.0,4.0,3.5,3.0,3.5,4.0,3.0,3.0,4.0,3.0,3.5,4.0,3.5,4.0,2.5,2.0,2.0
4122,"Inspect and test horses, sheep, poultry, or other animals to detect the presence of communicable diseases.",Examine patients to assess general physical condition.,Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Material",3.55,-0.01604117326608412,4.0,4.0,3.5,3.0,3.0,4.0,4.0,3.0,4.0,3.5,3.5,3.5,4.5,3.5,3.5,4.0,4.0,3.0,4.0,3.5,3.5,3.5,3.0,2.5
4123,Plan or execute animal nutrition or reproduction programs.,Develop medical treatment plans.,Develop patient or client care or treatment plans.,Thinking Creatively,3.5,0.0045666701263504805,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.5,3.5
4124,Research diseases to which animals could be susceptible.,Conduct research to increase knowledge about medical issues.,Research healthcare issues.,Getting Information,3.625,-0.04471952695437853,3.5,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.5,3.0
4126,"Determine the effects of drug therapies, antibiotics, or new surgical techniques by testing them on animals.",Conduct research to increase knowledge about medical issues.,Research healthcare issues.,Getting Information,3.625,-0.04471952695437542,3.5,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.5,3.0
4127,Monitor patients' blood pressure and heart rate using electrocardiogram (EKG) equipment during diagnostic or therapeutic procedures to notify the physician if something appears wrong.,"Monitor patient conditions during treatments, procedures, or activities.",Monitor health conditions of humans or animals.,"Monitor Processes, Materials, or Surroundings",3.8,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0
4128,"Monitor patients' comfort and safety during tests, alerting physicians to abnormalities or changes in patient responses.",Inform medical professionals regarding patient conditions and care.,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates",3.5625,0.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,3.5,4.5,3.5,3.5,4.0,3.0,4.0,3.0,3.5,3.0,3.5,3.5,3.5,4.0,4.0,3.0,1.75
4129,Explain testing procedures to patients to obtain cooperation and reduce anxiety.,Explain medical procedures or test results to patients or family members.,Explain medical information to patients or family members.,Interpreting the Meaning of Information for Others,3.45,0.0,3.5,3.0,3.5,2.5,4.0,4.0,4.0,3.5,3.5,3.0,3.5,3.5,3.5,3.5,3.0,4.0,4.0,4.0,4.0,3.5,4.0,3.0,3.0,3.0
4131,"Observe gauges, recorder, and video screens of data analysis system during imaging of cardiovascular system.",Monitor video displays of medical equipment to ensure proper functioning.,Monitor equipment operation.,"Monitor Processes, Materials, or Surroundings",3.175,0.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.5
4132,"Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, stress testing, or other cardiovascular tests to record patients' cardiac activity, using specialized electronic test equipment, recording devices, or laboratory instruments.",Operate diagnostic or therapeutic medical instruments or equipment.,Operate medical equipment.,Controlling Machines and Processes,3.5,0.0,3.5,3.5,4.25,4.0,3.0,3.5,4.0,3.75,3.5,3.75,4.0,3.25,4.0,3.0,3.75,3.25,3.75,3.75,4.25,3.5,3.25,4.0,2.25,1.75
4133,Prepare and position patients for testing.,Position patients for treatment or examination.,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others,3.425,0.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.5
4134,"Obtain and record patient identification, medical history, or test results.",Record patient medical histories.,Maintain health or medical records.,Documenting/Recording Information,3.225,0.0,4.0,4.5,3.0,3.0,3.0,3.0,2.5,3.5,2.75,3.0,3.75,3.0,3.25,3.5,3.5,3.5,3.5,3.0,3.5,3.5,3.0,3.75,2.5,2.5
4135,"Attach electrodes to the patients' chests, arms, and legs, connect electrodes to leads from the electrocardiogram (EKG) machine, and operate the EKG machine to obtain a reading.",Prepare patients physically for medical procedures.,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others,3.45,0.0,3.25,3.5,3.75,4.5,3.5,4.0,3.5,4.0,3.0,3.25,4.25,2.75,3.5,3.0,3.5,3.75,3.75,3.25,4.25,3.25,3.0,4.0,2.0,2.75
4136,Adjust equipment and controls according to physicians' orders or established protocol.,Adjust settings or positions of medical equipment.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,3.25,0.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0
4137,"Check, test, and maintain cardiology equipment, making minor repairs when necessary, to ensure proper operation.",Repair medical facility equipment.,Maintain medical equipment or instruments.,Repairing and Maintaining Mechanical Equipment,3.5666666666666655,0.0,3.5,3.6666666666666665,3.333333333333333,3.5,2.833333333333333,3.5,4.0,3.5,4.166666666666667,4.0,4.166666666666667,3.8333333333333335,3.6666666666666665,3.5,3.333333333333333,3.6666666666666665,3.333333333333333,4.166666666666667,4.166666666666667,3.1666666666666665,3.8333333333333335,4.333333333333333,2.333333333333333,2.333333333333333
4138,Supervise or train other cardiology technologists or students.,Supervise patient care personnel.,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates",3.475,0.0,3.5,3.5,4.0,3.5,3.0,4.0,3.0,3.5,4.0,4.0,3.5,3.0,3.5,4.0,3.25,3.0,2.5,3.0,3.5,3.0,3.5,4.0,2.75,2.75
4140,Operate diagnostic imaging equipment to produce contrast enhanced radiographs of heart and cardiovascular system.,Operate diagnostic imaging equipment.,Operate medical equipment.,Controlling Machines and Processes,3.75,0.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
4141,Inject contrast medium into patients' blood vessels.,Administer medical substances for imaging or other procedures.,Administer basic health care or medical treatments.,Assisting and Caring for Others,3.125,0.0,3.0,4.0,2.5,3.0,3.0,3.0,3.5,3.5,3.0,3.5,3.0,3.0,2.5,2.5,2.5,3.0,3.5,2.5,3.5,2.5,3.0,4.0,3.5,3.0
4142,"Observe ultrasound display screen and listen to signals to record vascular information, such as blood pressure, limb volume changes, oxygen saturation, or cerebral circulation.",Monitor video displays of medical equipment to ensure proper functioning.,Monitor equipment operation.,"Monitor Processes, Materials, or Surroundings",3.175,0.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.5
4143,Assess cardiac physiology and calculate valve areas from blood flow velocity measurements.,Calculate numerical data for medical activities.,Analyze health or medical data.,Analyzing Data or Information,3.85,0.0,4.0,4.0,3.0,4.0,4.0,3.5,3.5,3.5,4.0,4.0,4.0,3.0,4.0,4.5,3.5,4.0,4.0,5.0,5.0,3.5,4.0,4.5,4.0,3.0
4144,Compare measurements of heart wall thickness and chamber sizes to standard norms to identify abnormalities.,Analyze test data or images to inform diagnosis or treatment.,Analyze health or medical data.,Analyzing Data or Information,3.775,0.0,4.0,4.0,4.0,5.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,5.0,3.5,4.0,4.0,4.0,3.5,2.5,4.0,3.0,4.0,4.5,3.0,2.0
4145,Activate fluoroscope and camera to produce images used to guide catheter through cardiovascular system.,Operate diagnostic imaging equipment.,Operate medical equipment.,Controlling Machines and Processes,3.75,0.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
4146,"Enter factors, such as amount and quality of radiation beam, and filming sequence, into computer.",Enter patient or treatment data into computers.,Process digital or online data.,Interacting With Computers,3.85,0.0,4.0,5.0,3.5,4.5,2.5,4.0,4.0,3.0,4.0,4.0,4.5,4.5,4.0,3.5,4.5,3.0,4.0,3.0,4.5,4.0,3.5,5.0,3.0,2.0
4147,"Conduct tests of pulmonary system, using spirometer or other respiratory testing equipment.",Operate diagnostic or therapeutic medical instruments or equipment.,Operate medical equipment.,Controlling Machines and Processes,3.5,0.0,3.5,3.5,4.25,4.0,3.0,3.5,4.0,3.75,3.5,3.75,4.0,3.25,4.0,3.0,3.75,3.25,3.75,3.75,4.25,3.5,3.25,4.0,2.25,1.75
4148,"Calculate, measure, and record radiation dosage or radiopharmaceuticals received, used, and disposed, using computer and following physician's prescription.",Record patient medical histories.,Maintain health or medical records.,Documenting/Recording Information,3.5,0.0,4.0,4.5,3.5,3.5,3.5,3.25,3.25,3.25,3.5,3.5,3.5,3.0,3.5,3.75,3.25,3.5,3.5,4.0,4.0,3.25,3.5,3.75,3.5,2.5
4149,"Detect and map radiopharmaceuticals in patients' bodies, using a camera to produce photographic or computer images.",Operate diagnostic imaging equipment.,Operate medical equipment.,Controlling Machines and Processes,3.7,0.0,4.0,4.0,4.0,3.5,3.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.5,3.5,4.0,4.0,4.0,3.5,4.0,3.5,3.0,3.0
4150,Explain test procedures and safety precautions to patients and provide them with assistance during test procedures.,Explain medical procedures or test results to patients or family members.,Explain medical information to patients or family members.,Interpreting the Meaning of Information for Others,3.45,0.0,3.5,3.0,3.5,2.5,4.0,4.0,4.0,3.5,3.5,3.0,3.5,3.5,3.5,3.5,3.0,4.0,4.0,4.0,4.0,3.5,4.0,3.0,3.0,3.0
4152,Produce a computer-generated or film image for interpretation by a physician.,Process x-rays or other medical images.,Operate medical equipment.,Controlling Machines and Processes,3.575,0.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.5,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.5
4153,"Process cardiac function studies, using computer.",Process x-rays or other medical images.,Operate medical equipment.,Controlling Machines and Processes,3.575,0.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.5,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.5
4154,"Dispose of radioactive materials and store radiopharmaceuticals, following radiation safety procedures.",Follow protocols or regulations for healthcare activities.,Follow standard healthcare safety procedures to protect patient and staff members.,Evaluating Information to Determine Compliance with Standards,3.375,0.0,3.25,3.25,3.75,4.0,2.0,2.25,4.0,3.75,3.75,3.75,4.25,3.0,3.5,2.5,3.75,3.5,3.75,4.0,4.0,4.0,3.5,3.5,2.75,2.75
4155,Record and process results of procedures.,Process healthcare paperwork.,Perform administrative or clerical activities.,Performing Administrative Activities,3.125,0.0,4.5,4.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,2.5,3.0,2.5
4156,"Prepare stock radiopharmaceuticals, adhering to safety standards that minimize radiation exposure to workers and patients.",Prepare medications or medical solutions.,Prepare mixtures or solutions.,Performing General Physical Activities,3.3375,0.0,4.0,3.5,3.5,4.5,2.5,2.5,3.5,3.5,3.0,4.0,4.0,2.5,4.0,2.5,3.5,3.5,3.0,4.0,4.0,3.0,3.5,3.5,2.75,2.5
4157,Maintain and calibrate radioisotope and laboratory equipment.,Maintain medical laboratory equipment.,Maintain medical equipment or instruments.,Repairing and Maintaining Mechanical Equipment,3.15,0.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.5,2.5,2.0
4158,Gather information on patients' illnesses and medical history to guide the choice of diagnostic procedures for therapy.,Gather medical information from patient histories.,Collect information about patients or clients.,Getting Information,2.65,0.0,2.5,3.0,2.0,2.5,3.0,1.5,2.5,4.0,2.0,2.5,4.0,2.5,2.5,2.0,3.0,3.5,3.0,3.0,3.5,2.0,3.0,3.0,4.0,1.0
4159,"Measure glandular activity, blood volume, red cell survival, or radioactivity of patient, using scanners, Geiger counters, scintillometers, or other laboratory equipment.",Operate laboratory equipment to analyze medical samples.,Operate laboratory or field equipment.,Controlling Machines and Processes,3.625,0.0,4.0,4.0,3.5,3.5,3.5,3.0,3.0,4.0,4.0,4.0,4.0,3.5,4.0,3.0,3.5,4.0,4.0,3.5,4.0,3.5,4.0,4.0,3.0,3.0
4160,Train or supervise student or subordinate nuclear medicine technologists.,Supervise patient care personnel.,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates",3.475,0.0,3.5,3.5,4.0,3.5,3.0,4.0,3.0,3.5,4.0,4.0,3.5,3.0,3.5,4.0,3.25,3.0,2.5,3.0,3.5,3.0,3.5,4.0,2.75,2.75
4161,"Position radiation fields, radiation beams, and patient to allow for most effective treatment of patient's disease, using computer.",Position patients for treatment or examination.,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others,3.3375,0.0,4.0,2.5,3.0,3.5,3.0,3.0,3.0,3.5,3.0,3.5,4.0,3.5,3.0,4.0,4.0,3.0,3.5,3.5,4.0,3.5,3.0,4.0,3.0,2.75
4162,"Add radioactive substances to biological specimens, such as blood, urine, or feces, to determine therapeutic drug or hormone levels.",Prepare biological specimens for laboratory analysis.,Prepare specimens or materials for testing.,Handling and Moving Objects,3.35,0.0,3.5,4.0,3.5,3.5,3.0,4.0,2.0,4.0,4.0,4.0,3.5,3.0,3.5,3.0,4.0,4.0,4.5,4.0,4.5,2.5,3.5,3.5,3.5,1.0
4163,Develop treatment procedures for nuclear medicine treatment programs.,Determine protocols for medical procedures.,Determine operational methods or procedures.,Making Decisions and Solving Problems,3.275,0.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,2.5
4164,Observe patient food intake and report progress and dietary problems to dietician.,Inform medical professionals regarding patient conditions and care.,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates",3.55,-0.012155046119149748,3.5,4.0,3.0,3.5,3.5,4.0,4.0,3.0,4.0,4.0,3.0,3.5,3.5,4.0,3.0,3.0,3.5,2.5,3.5,3.0,3.5,3.5,3.75,3.25
4165,"Prepare a major meal, following recipes and determining group food quantities.",Manage preparation of special meals or diets.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",3.375,0.009134656199248248,3.5,3.5,5.0,4.0,2.0,2.5,2.5,3.0,3.0,3.5,5.0,4.0,3.5,2.5,4.5,3.5,3.5,4.0,4.5,2.0,4.0,4.5,2.0,3.0
4166,"Analyze menus or recipes, standardize recipes, or test new products.",Manage preparation of special meals or diets.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",3.375,0.008033205015948841,3.5,3.5,5.0,4.0,2.0,2.5,2.5,3.0,3.0,3.5,5.0,4.0,3.5,2.5,4.5,3.5,3.5,4.0,4.5,2.0,4.0,4.5,2.0,3.0
4167,Supervise food production or service or assist dietitians or nutritionists in food service supervision or planning.,Supervise medical support personnel.,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates",3.875,-0.05082942732018303,4.0,4.0,4.0,4.0,3.5,3.5,4.0,3.5,3.0,4.0,4.5,4.0,5.0,4.0,3.5,4.0,4.0,3.0,4.0,4.5,3.5,4.5,3.0,3.0
4169,"Plan menus or diets or guide individuals or families in food selection, preparation, or menu planning, based upon nutritional needs and established guidelines.","Provide health and wellness advice to patients, program participants, or caregivers.",Advise patients or clients on medical issues.,Provide Consultation and Advice to Others,3.3,0.017804852399795124,3.75,3.5,3.75,3.5,2.75,2.75,2.5,3.25,3.0,3.25,4.5,3.5,3.25,3.0,3.75,3.5,3.25,3.5,4.0,2.25,3.75,4.25,2.5,3.0
4172,"Select, schedule, or conduct orientation or in-service education programs.",Train medical providers.,Train others on health or medical topics.,Training and Teaching Others,3.6,-0.014700154042215363,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0
4173,"Provide dietitians with assistance researching food, nutrition, or food service systems.",Conduct research to increase knowledge about medical issues.,Research healthcare issues.,Getting Information,3.625,-0.016571969120484642,3.5,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.5,3.0
4174,"Deliver speeches on diet, nutrition, or health to promote healthy eating habits and illness prevention and treatment.",Communicate health and wellness information to the public.,Provide information or assistance to the public.,Communicating with Persons Outside Organization,3.375,0.008009578194153377,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.5,3.0,4.5,3.0,4.0,3.0,3.0,3.0
4175,Refer patients to other relevant services to provide continuity of care.,Refer patients to other healthcare practitioners or health resources.,Assist others to access additional services or resources.,Assisting and Caring for Others,3.2,0.025523610596034807,3.5,3.0,3.0,3.0,2.5,3.0,3.5,3.5,3.0,3.0,4.0,3.0,3.5,3.0,3.5,3.0,3.5,3.0,3.5,3.0,3.5,3.5,3.0,3.0
4176,"Administer anesthesia to animals, under the direction of a veterinarian, and monitor animals' responses to anesthetics so that dosages can be adjusted.",Administer anesthetics or sedatives to control pain.,Administer basic health care or medical treatments.,Assisting and Caring for Others,3.625,-0.0033732157021177933,3.25,3.5,3.75,4.0,4.0,3.5,3.25,3.75,4.25,3.5,4.0,4.5,3.75,4.25,3.25,3.75,3.0,3.5,3.75,3.75,3.75,3.5,3.0,1.5
4177,Care for and monitor the condition of animals recovering from surgery.,Monitor patients following surgeries or other treatments.,Monitor health conditions of humans or animals.,"Monitor Processes, Materials, or Surroundings",3.5,0.0013334056111027337,3.5,4.0,4.0,3.5,4.0,3.5,3.5,3.5,3.5,4.0,4.0,2.5,3.0,3.0,3.5,3.5,3.5,3.0,3.5,3.5,4.0,3.5,3.0,3.0
4178,"Prepare and administer medications, vaccines, serums, or treatments, as prescribed by veterinarians.",Immunize patients.,Administer basic health care or medical treatments.,Assisting and Caring for Others,3.3416666666666663,0.007025023243427686,3.8333333333333335,3.5,3.333333333333333,3.8333333333333335,2.6666666666666665,3.0,3.6666666666666665,3.333333333333333,2.833333333333333,3.8333333333333335,4.166666666666667,3.6666666666666665,3.5,3.333333333333333,3.5,3.333333333333333,3.5,3.333333333333333,4.166666666666667,2.6666666666666665,3.5,3.6666666666666665,2.6666666666666665,1.6666666666666667
4179,"Perform laboratory tests on blood, urine, or feces, such as urinalyses or blood counts, to assist in the diagnosis and treatment of animal health problems.",Test biological specimens to gather information about patient conditions.,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Material",3.125,0.014975830496057885,3.0,4.0,3.0,4.0,2.5,3.0,2.5,3.5,3.0,3.5,3.0,4.0,3.0,3.0,3.0,3.5,2.0,3.5,3.5,3.5,3.5,3.0,2.0,2.0
